user_id,name,review_count,useful,funny,cool,fans
0dIvVs3PY64bE3PZF-8V8A,Lorraine,1674,3708,1461,2306,66
GcdYgbaF75vj7RO6EZhPOQ,Kathleen,1863,7499,3081,4968,195
l-tDF960t9BakjyH34XfTA,Tiffany,1799,3908,1855,2082,124
nx5-LzxIVXlQrKpWL_3PVQ,Mary,1502,2426,934,1060,91
8rzqG5NLuDlnqE49USzvTw,Keven,1473,1699,733,983,25
I9vkjKs1O5Ctf5gy0ry4yg,Brenda,2333,5017,1728,2835,139
AGraTma9eEgsiJFDIy6tbg,Maile,1484,1947,899,1410,84
ibZIMJ55dvoqag4_JrQ4sw,MaryLou,1659,5112,2172,3495,116
ybJkYYEBvFGVb-or4i9_oA,Rebecca,2277,4504,2256,2164,92
mVA4IeYyVKPUWRrN5oplMA,Nat,2130,3663,1342,2131,80
jpIGlAym6z88W2xzHiK5_A,Denise,2962,2771,869,1221,94
Xxvz5g67eaCr3emnkY5M6w,Jen,2164,4058,1388,1625,76
bQCHF5rn5lMI9c5kEwCaNA,Vincent,4070,10532,4055,7430,165
oW2bCSJ5bIHyRnoZvkHwDg,Uncle Fishbits Aeneas,1659,4025,2708,3214,150
Rx7DNBmPPShVjlcQidGuTw,Helen,2440,3236,557,1688,91
_BHTC7nyCBoZcfiiD5cOXg,Gourmet,2100,9808,5325,8608,239
2bHSZhM0huV8LRh3YHaOSQ,Jennifer,1767,4880,3609,4115,117
d_TBs6J3twMy9GChqUEXkg,Jennifer,1929,4427,2125,2783,90
IlGYj_XAMG3v75rfmtBs_Q,Dominik,2017,680,157,416,43
Ctrp5IoEKHkixDSIyYHDpw,Nick,1592,1577,570,749,35
Dfu-NuG1YWB96jjBLIlsrA,Krysten,1590,5422,2471,4342,98
xJpvRrk04rb4rgWtMXaPUQ,Kenny,3147,5498,3072,3236,285
D2epirooWNjvwTI6MFhNGw,Susy,1733,8958,7960,7229,547
tlY0QMQDyfjQAEwHnzvFnw,Ken,1690,3326,1528,1925,55
VYOQLKuR0Ugy9lU-QiOuLw,Realtor Karl,1976,1655,494,516,56
ic-tyi1jElL_umxZVh8KNA,Owen,1595,2001,607,1018,29
whINg-cC-FiAv_ATDGMDTg,PatrickJ,3057,16349,11147,13471,119
U13tLFucJNz1fNv_Xgdj0g,Mel,2010,1104,304,594,59
igaoaFNkX7ieMuyUBg0u5w,Leang,2096,2581,747,1285,86
hFJgRL0m1i1XFXVu7YxGTw,Jeremy,1534,2637,734,1318,115
VWJ8PSz6Sg5_AlBvQyGvpw,Mark,1514,2108,405,827,35
v-HcprOKPC1_F5_15t4JDw,Christopher,1764,3160,1211,2318,94
viwKpVVaOhWur77Sh4L4cw,Char,1608,1497,526,557,36
rv9d5TcnnxuOCX7ole_Clg,Jon,1681,2522,549,1847,70
UOM1TCOUqT2UD19p-yxWLA,Ai,2028,2655,1252,1494,98
i-DWCn1Xk5-exHi0mBDO1g,Esther,1600,2241,912,1255,119
9fe41Vmw245Eho1PghHHKw,Amy,1501,1721,634,806,60
fiGqQ7pIGKyZ9G0RqWLMpg,Margret,1530,2735,730,1255,62
4m9NXICYBC5i9t4aTt-I6w,Jason,1510,2160,549,1070,54
AQGMTHae70n3MnONotAuYQ,Kathy,1474,4629,1211,3154,130
eqwYJSlHsGYaotedCtdX0A,Justin,1738,1414,927,788,111
oqCtfkf3IcwLF7A5iLlxlQ,Andrea,1938,2068,645,1155,93
TwjiWvK0ZP15lzGC049oIQ,Darylynn,1914,1900,613,1044,109
rDqapmGz04gIUH-mecYrJQ,Nicole,1781,3383,885,1978,87
CiYRhDyFbsDbWR45uv822w,Fannie,1829,3112,1240,1914,79
hsu9lyXiAX5dQD4lLzYyyA,Fred,1524,6952,1625,2815,225
kw4Q3Qfj_8WxjTNExSi1hw,Lili,2517,2822,779,1336,147
3_VJtoQDyvvhIDhnNaaL_A,Stefan,1738,1898,480,1170,25
hN03Wim4nDQ-824277aEsQ,Tyler,1601,2034,673,1158,30
kLm3B6LeboEZWX_4otpILA,Izzat,1471,715,171,219,25
ZRnsUs9q6DbeJbOLjCY4ZA,Kent,2239,864,186,339,39
UE-rXhA8njNnADFkDA3EuA,Inigo,2474,1700,910,635,62
uIZWBUF9ovbXWG2dVJ6Zfw,Joe,1875,1437,499,809,73
cKTA-iJbfrioKWFiDreghw,Tammy,1494,2325,779,1608,56
iwkoNii9w7LK2tNQJ6UCug,Joyce,1741,866,168,265,31
nl8gWLDo6U6MjqzbBmE_9A,Vivian,1618,2801,712,983,146
SqVUNVeYJblyoUz4e-Fiqw,Joseph,1537,2505,446,1071,68
3UIa8YVjETNwJwnOl4SEdg,Vic,2665,7999,3657,4608,180
qmVXmbchh1V-PYSpvWU_rw,Adam,1640,810,530,279,36
TmljCl6px9_1D-V1dEUR-w,Alf,1693,631,239,217,11
-3s52C4zL_DHRK0ULG6qtg,Sara,1663,1550,458,343,53
Ug0ujy9-jd0Oc2nk3KIotA,Messer,2200,7292,5010,5383,190
kS1MQHYwIfD0462PE61IBw,Rob,4888,12127,4051,7924,422
-shHTy1CEmSMPVSehdASaw,Doctor,1862,1654,401,409,26
PkNs-Rw6MHQfu6j5pBZMMw,Maria,2963,14043,7765,11653,596
iLjMdZi0Tm7DQxX1C1_2dg,Ruggy,2411,35029,27768,28591,2383
ET8n-r7glWYqZhuR6GcdNw,Michelle,1928,21797,7046,13936,1031
s3kRi7b8t2sdtYcsMbqlJA,Jboogie,2331,1502,379,498,48
LMPWMy_kvHjlUzVQ_9jz6A,Dung,1874,8399,3971,6752,359
Q3q6jppP-2bYL-jRna_FSg,Monica,1876,3412,1258,1379,95
baY9cJBx7oprSZNKA3BIHA,Shay,1516,3454,1537,2251,162
yh8_9Ix1wp9dekvyOZbilQ,Christina,2086,24999,15878,22194,1004
WPl2gULxrrh_GoypMzHF-A,P,1595,5811,2720,3345,242
IucvvxdQXXhjQ4z6Or6Nrw,Sunil,4710,4410,2008,2697,115
3zxy3LVBV3ttxoYbY4rQ8A,Farrah,1753,22789,10369,14958,1495
o5STsEtfvD1Ig0J7Z-1uxA,Alex,1709,26874,14002,21771,961
Dxdev0VPVFpNLvrpKzu8SQ,Elaine,1749,15165,9098,13714,476
POAKZScwldLTMCtvezW5mA,Lisa,1725,3606,1112,1515,157
ypm9IB9iZkwY71FKkYeLkg,Angela,1697,6784,3213,4564,195
E_GAXhVA1_lVC2aFpMQElA,Alden,3752,12563,5967,8652,258
NVei24-9k5GIZNRR1xGcRQ,Tom,1801,5363,2222,2711,95
wEE-YMx5pmSuagLtNxMPKA,Stephanie,1697,29618,15738,21274,1530
SDytcPY5fiuuDbTkPE8GyA,Pinky And The,1467,9334,4585,7193,195
SsgDGJWBNvefjY0z8XsVCQ,Kislev,1848,6255,3824,4966,136
gf4tyQgQOtVMkOdvveRHVA,Henry,1507,2870,1385,1710,62
ODsM6-_BvHt6-cqNylJn7g,Benny,1578,8291,5111,6440,151
VHdY6oG2JPVNjihWhOooAQ,Jessica,1905,38562,25121,36760,1964
UsXqCXRZwSCSw0AT7y1uBg,Candice,2816,47055,39914,38957,2123
DS0Idr2XDhz5e7ZfSy0dYA,Ken,1498,15466,13199,12639,814
nj3syiLs3lABLtPVyL0ivA,Javier,1994,11671,10226,9802,332
Pf7FI0OukC_CEcCz0ZxoUw,Don,2344,26580,16218,18668,947
s8nkbQAlrVPfg1u4anGKtw,Kelly,1558,16754,10232,12028,699
Y6XH1iNsuuGAcO5nODI6rg,Michael,1880,4762,2520,3355,166
sOhv5LHFsyf8t1JpgnocMQ,Denise,1769,4739,2269,4254,106
yrWJ4YZWvFj_NDOvTRaAqA,Jessie,1642,1612,849,995,100
YSfAlm6XNaym-JOrRjv3Tg,Kathleen,1627,13268,7671,10760,602
AK_jwiwOcW4YU-dlh-uciQ,Kent,1647,3880,1292,2138,114
0G-bcpdR48tfZy6koGUiTQ,Rhea,2067,8472,3821,5558,293
PcgtOrx8nNChB__ccEPPDw,Andrew,1671,7800,4679,5220,298
ya3mbvTaymecfrTc08SxhQ,Angela,1831,5394,1398,3504,238
peuxbSQwXed-81cSqL7Ykw,Brittany,1590,31196,17370,24350,1878
jrMxBHW3SlUGVGYWvPsHWA,Char,1555,3907,1248,2193,118
Xwn64gTZJhpV9SkMUkmuzw,Ryan,1544,18600,15242,15643,253
kxA0vTDi1KABuA5Tgg1HKA,Erika,2032,6683,4136,4427,196
k0m5nvgAIIA24t_iPZOAsw,Reed,1685,2716,779,1180,74
U9yWtQO_0LPjtaU9jN0JsA,Jean,1608,3063,761,1299,123
BZZKX1-LuWoruSstXPzanQ,Jaimee,1601,6881,2515,3793,206
AvNmiWFeRlGg5LrhcSj6MA,Anthony,1523,19108,7178,14743,169
1hWXgcDzfvFmWMpBsXfqHw,Juan,1506,1286,311,454,58
8Zocr6jVED5JQEBvqwEBZw,Pasquale,1613,6600,2498,4296,144
-FZBTkAZEXoP7CYvRV2ZwQ,William,1680,23904,14048,21528,220
0Igx-a1wAstiBDerGxXk2A,Jen,2382,11571,4792,7263,163
hcGgZ4PbKcM3K1clw7tEGA,Meg,2020,10174,6764,7674,181
lmL1P6wJi0Z8Jg8DTPqawQ,Jeff,1775,6401,3184,3251,96
FC1ZSB9fd4WlDMSAbEjq8Q,Stephanie,1574,3828,1738,2035,191
B-s-8VUnuBjGTP3d01jsyw,Allie,2057,6102,3163,4998,120
0zDHiDbj79uBOy3OAcE25A,Maruko,2280,11400,4652,9767,190
LhFzr2vZDEc2KNHxuiHtIw,Cat,1513,7435,3437,4140,258
fQcfRZkcOO-MXFYD5umf2w,Alan,1464,1681,642,729,70
DICLJDdq0HpvOVYR5mB4gA,Eric,2685,3533,1148,1716,139
Lu8y2ayxVlAzuJEVfVcH4w,Rebekah,2085,14484,8653,12934,573
d_-ypwVYiP-DswClkAg8Iw,Anne Explores LA,1650,5807,2270,3427,300
82dCHyU-ANOgdhxUgZsUeg,Marlon,2589,4128,1828,2416,123
psvC7bj9A5Sn0NU3QVvE8Q,Daniel,1587,2634,1060,1557,135
h2LtQ1s5X20d0yrdqUMJ0Q,Christopher,1618,3696,1330,1518,131
vkxKfc-S4X7AvlMSL64ngw,Danny,1501,8173,5651,7004,219
M1cMsRL4L7IUr9RILDywEQ,Matt,2201,5462,1303,2352,267
gZ7mbHLlQsLd6S_i5U69tQ,Nicole,1618,2659,461,1268,90
sOzeK0dE0BYx4Mc8dmoenQ,Janet,2393,19417,11930,17321,496
iztl5NRH01qvWA0LEICw8Q,Daren,1725,5275,3633,4697,172
RlXfOTtpgTfcisRmukrGbw,Jenn,1629,4351,1992,2634,111
6ce1NSAUt1Kr7efrLI8XQA,MICHELLE,2250,19482,10940,15813,513
P3usQcIegPCl-cdH4IDirg,Sean,3038,9933,5832,6147,349
IC0awH6Csw-25fQSfnwNiQ,Heiko,1788,17520,2279,8308,370
fr1Hz2acAb3OaL3l6DyKNg,Boon,1940,13196,5245,11761,216
lXKjU1d7uy4aG0c5dNTATw,Mika,2023,3507,2190,2771,139
kZJWAY828P8QZTqVYzhTCg,Fancypants,2014,14177,10553,12272,148
DHRupjFv4GyD0tEdj-QNjQ,Mike,1503,5867,4400,4714,121
Rvn-Ymc8_9z4vbcm2ZwenQ,Ryna,1496,1246,296,833,90
cVrM2BvOvPV0Vi_rC8kepQ,Dan,2321,16886,10628,13438,292
10Xfhcdi9PZiYUoNbHn3jg,Maria,1585,6938,2015,4721,158
w5bAI7USuCvyl8kZzj6sQw,Diana,1561,4378,1621,2056,216
To0GTLW5MGZwOg5TxxZIQA,Ericka,1554,9145,4761,6621,248
GMxzcQwOAbCKnoUVm5fwpA,JoseLuis,1486,4480,3958,3476,163
1xJwMqmvVXPwY7yEVQIc-A,Jacob,2555,10060,5108,5282,210
Yjer78RnYr7OCzirgdcOaw,Louis,2044,8149,11448,6593,375
WG0kTEJJNfT1egnunxpsvQ,Ticha,1703,5332,2343,3298,174
N1ZCuhN0EFevaIfn6uRTNQ,Alexandra,1985,4791,1607,2232,164
LU7ikPXZ5R8tv4oNQZQkKw,Fatty,1863,1758,2764,977,61
5v1OwXLi9RgErLclZKxCEQ,Andy,1887,1836,908,591,38
rm-oUeqX0T3-SvaoGw2UJA,Sophia,1465,2695,1527,1835,87
pnfVIB7UhvCQ7X2K0Q2XIw,Retired,1461,2491,536,939,62
w57Yn8npGhdDHmHFGKk2jA,Cheri,1557,5329,2577,3902,210
UQa9RqoJZWAawzqN-2pT2Q,Francine,1781,10205,6662,8628,338
5ju4tmqmdYS3QquclUxIkg,Sheri,1991,3086,964,1129,59
YbZg36FoMgkKcTEPae5siA,Amy,1799,4161,1896,3560,103
VgtcRwMPiAEeuPsayXB4kA,Maximillian,2205,847,445,543,31
Dj77pkw_EZJvR-F4RIf_BQ,Jen,1462,2907,1148,1576,108
sGJvx1MTsetDzsnrHfJHLg,Aaron,1699,52398,45965,47497,571
UXbCcmkYGl3DH_Py5UOtbQ,Toni,2441,33708,20929,31488,219
Dd6ElS2Cng3Qag_h4IQC-Q,Jennifer,1782,2521,992,1666,145
dArzYnlZh0gBLjA6YkJeoQ,Isabel,1500,4306,1936,3000,142
swmrfBnaqU0nyJ3pFBfNgQ,Ry,1627,4007,1921,2990,79
EvrT_21w6SsR7c5No-QcLQ,Christopher,1544,1930,889,1165,83
j4BMT5Oyrt15-pwK3cRSZw,Jen,1927,14144,7242,10465,203
3HSmHE-FQZ7b2kyfa1e64A,William,1583,30578,15482,28158,406
2hMNc8G87MGYw4PomxT8AQ,Cassie,1658,3356,1469,1393,181
moNhelvHfXSh2BtlpGiDvw,Kristy,1514,2916,1266,1468,91
_BcWyKQL16ndpBdggh2kNA,Karen,4006,13160,4044,7350,462
hqojrGeufv6qYpN00R-OsA,William,1561,2448,949,1019,89
EID2miAhF8Z-XPHPzajhOA,Roger,1776,1100,276,390,38
7ziWZULyiZv2TesYNMFf4g,Linda,1651,1187,423,774,48
9zK9ZYmGa0ciHf2NlucboQ,Joshua,1481,1670,1046,641,54
SAfNyiLVgPZzp_aGpXnfwg,Chris,1648,2323,520,797,84
BI4lPhrUpmEySIJUywjIjQ,Dee,1576,2951,736,1461,158
gfQqQYI5_hCAGEHlHXIz2Q,Cherie,1865,4708,1451,3035,174
HVQKFDi-vZbawtmLMq3ZOw,Gab,1475,1691,445,996,92
vx6BAchvzvetqHOOe3-sQg,J,1610,633,207,170,22
yz0s55qwi_WqVjmbyZ9ICw,Brian,1745,2603,1452,690,82
864nL0po2ldN8TPgbSiwOQ,Walter,1650,6890,3680,4904,175
CJmtS1Uk1KSsY2MWol_E7g,Asuka,1566,2118,466,797,114
j14WgRoU_-2ZE1aw1dXrJg,Daniel,3177,30279,9757,18247,2132
QnIrewrXxFnssw_gG1gF-Q,Sarah,2638,37788,20241,32330,1090
Wk3Ezdn1ChOPZYp7rkko8g,Carmen,2661,7060,3044,5045,269
Txa_sNMUSHfNzHwaV034fQ,Amber,1604,4801,1123,2887,137
A_OETe5Xr26FTNRPkRQ4zw,Nicole,1596,5029,2044,3707,176
_pBzBgtCTN9PNUPfgPDI8A,Trina,2179,21002,15122,19095,366
YS4pJyJjRURaiBgrlDeohg,Nick,1461,5415,5630,4070,116
9VJa4yxtnLct0pN_1RcD_w,Jordan,2079,6319,2284,3240,287
TylOr9YYTV3znqIvH7kdmQ,Ted,1687,2548,1110,1236,80
9TT_mBR1xKn5I62vg1yu7w,Athena,1588,2865,701,1742,167
ZCgJbuBhHiGZd9yZ_kq6qg,Christopher Steven,1696,1917,632,789,57
jH4i-q5cyHdLKDTJER0oew,Conor,1554,1468,448,637,55
4MJ7go3WJwIcak_17vWw9w,Sarah,1552,2399,1086,1294,82
7KVpIdVSWCzI5F7TGxQawA,Natasha,1505,3179,844,1226,113
GwlrUwkULm4ZLN-Kum5nag,Ian,3778,14604,3405,7077,229
L6iAzwlfXc2WK7a6XxkviQ,Jim,1504,2825,640,958,97
WecuAsHBDZGj7Z6_sJcQAw,Jason,3477,6078,3489,4469,261
BPZEAoU0sB6CFGusTErUuA,Vince,1645,7748,3280,5689,143
drzHAHTHFnThHW0R0rOdDQ,Nic,1692,3694,1888,1995,122
fHH6b6yDm1PSoC0G7VPRdA,Ro,2216,5390,2564,2486,107
MGPQVLsODMm9ZtYQW-g_OA,Jelena,1805,17319,10470,13731,817
5MCBLBxr10NLUKZ4AboAMg,Colleen,2770,33675,21647,24589,1094
BUB_t_Rvzs1yPEzZipkWjw,Laura,1864,12430,11335,10269,504
hzmTQMkTGTUQ-aRdKAcUzA,Andre,1710,6938,4076,4999,138
Y3QU8Jj3lYuVa2LmunvnRg,Jen,1481,5782,4309,4854,287
NOUfyJW-BAo_-Cbfo8edww,Lolia,2415,40300,28478,36015,585
wCtf5_zG8EpWiBp_Oi7P0g,Sarah,1647,5263,3250,4007,206
wZG2xlICfUkJiY1NdPJH2A,Naomi,1878,2708,904,1688,95
FZTkBavnUWVQRK3ULOxePQ,Greg,3631,14794,7228,8957,391
6rb0JzTRvGMUFi3-v0c6Hw,Stephanie,1489,2973,809,1191,120
9GhiQOLaM6ZGrrFG-SppwQ,Bryan,1531,4627,2204,3381,162
jT1japLeFEucHwEaEmFf5g,Ronald,2142,3177,1212,1430,134
uDBnapEGywTQ0ovaCu7Orw,Shaji,1521,2029,630,988,64
mIo2cFs_89a7i0DWHT9F-w,Courtney,2000,4703,1161,2587,122
pRfWy61wU9e1nrCVrOEWLA,Richard,1458,1992,1118,874,79
QhpD_YU3_RDMKjkH5DXMYg,Gail,1485,4550,1485,2108,76
gAvuqk1q2uAo2BJzZDLmDQ,Matt,1690,2255,760,1062,101
0Cwus8T5TL7AqKa3iAqyFw,Ma-e,1474,1068,375,388,44
AyVI_VJ3My6ibiIkcLQYGw,O M,1812,3155,1179,1125,114
lByMP4tkeruOw5HdjtXTpQ,Dennis,1580,6079,1868,2923,118
qWYEuBZP7av55tewg3PXKg,Mary Kate,1920,12143,5273,8136,405
DsHsuhUvyyW_75zFcJxkKw,Andrew,1469,6115,2320,4349,236
mtVsTE9pyOsY2xCuRRFCvw,J,1482,1219,1363,683,38
qgLwRvE6JkK_KnbuT5AKmA,Marcus,2170,9113,3349,5100,159
h7p-GuaHFGsiKCF4g6Bjqg,Alexis,2101,3422,913,2152,92
tgrs5VQ6thhouiEtMU-N_w,Edward,2433,3170,1316,1278,108
aVaa64zb_-d6VTY3XcXyIQ,Jane,1827,5221,3391,3331,300
KFiz7nL-lRFF-xIgOPZLkg,Richard,1735,1660,292,792,46
y1PFtSTmU0YFqeXfXcLqdw,Donna,1504,1556,554,711,50
8k3aO-mPeyhbR5HUucA5aA,Victor,13278,79512,50899,59766,1125
23J4vG9_xxxdnmi8CBX7Ng,Joan,1678,19634,14451,18447,1320
ZD84600Tw1WqeKpVuNiKzg,Vivian,1948,11881,6803,9026,286
37cpUoM8hlkSQfReIEBd-Q,Mike,1634,19715,10085,13227,9538
P5bUL3Engv-2z6kKohB6qQ,Kim,9821,25980,9827,20004,746
ILk4dRvuBf6Axfq3qBkoxw,Sadri,2238,8392,5371,7650,150
iT1AA74QFn_a0Xq9-ggSGA,John L.,1818,11460,5545,6511,200
wlWNPP84F70It_l6OP2_mA,John,1525,12335,4981,9286,114
Rhvt5HoMG7mayNd437Vm2w,Chrysanthemum,1748,20331,14230,19435,221
VL12EhEdT4OWqGq0nIqkzw,Mark,1634,5301,3053,3537,126
Tqm7Wu7IBJ1td3Ab5ZpUhw,Brian,1998,45970,35437,44267,297
LAX-mM-cOJ2ownL-waC8ww,Sean,1660,2949,1433,1907,94
HpQ6AMW-v2iDFPOE6fkm0Q,Lolo,2035,10176,4891,7701,423
xzWwfb0iVk4w8u1laXmuSg,Amy,1758,38943,27828,34646,390
jwtTBTYuL8249q26lmJH6A,Jessica,1518,1810,505,730,76
LtGu1ZOeK_OwAkDPIkIl4Q,Tom,1474,1805,639,423,32
M9puGD3VU5FuhE60HklCvg,Ruth,2326,14297,8784,10503,448
CxokSknwJgvxMmbHPdS0tA,Óscar,1930,3690,1217,2234,109
XjrLnxoD8_OC9nnKg5H2_Q,Hideo,2006,6049,2011,3008,68
6VytXlGLnQnXXCrhvT0AJw,Libby,1469,8456,3648,6915,201
GCuDiPUKYxhgFHP5LqJa2Q,Gloria,1490,3917,1034,2981,117
vYMvOTL31e0KbTo9Hd0tjg,Nick,1591,5205,3155,4265,139
5hfKGSTC6gkamIfl6BZm6A,Matze,2815,3130,583,1400,52
